C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_142.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_142.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_142.jpg,0,0,0,4.047612E-06
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_217.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_217.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_217.jpg,0,0,0,4.258094E-06
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_288.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_288.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_288.jpg,0,0,0,5.830143E-06
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_355.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_355.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_355.jpg,0,0,0,1.772643E-05
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_428.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_428.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_428.jpg,0,0,0,5.790102E-06
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_499.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_499.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_499.jpg,0,0,0,9.87916E-06
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_570.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_570.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_570.jpg,0,0,0,5.957507E-06
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_643.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_643.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_643.jpg,0,0,0,1.077676E-05
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_716.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_716.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_716.jpg,0,0,0,4.133393E-06
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_785.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_785.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_785.jpg,0,0,0,1.510221E-05
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_855.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_855.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_855.jpg,0,0,0,1.518825E-05
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_930.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_930.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_930.jpg,0,0,0,1.138551E-05
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_51_999.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_51_999.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_51_999.jpg,0,0,0,3.467887E-06
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_52_205.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_52_205.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_52_205.jpg,0,0.1333818,0,0.01495397
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_52_302.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_52_302.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_52_302.jpg,-0.5500001,0.7913008,0,1.975371
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_52_363.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_52_363.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_52_363.jpg,-0.7,0.9770263,0,2.582967
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_52_439.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_52_439.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_52_439.jpg,-0.9000002,1,0,3.487179
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_52_514.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_52_514.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_52_514.jpg,0,1,0,4.358328
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_52_589.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_52_589.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_52_589.jpg,0,1,0,5.28805
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_52_665.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_52_665.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_52_665.jpg,0,1,0,5.981334
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_52_737.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_52_737.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_52_737.jpg,0,1,0,6.899461
C:\Users\Gachanja\Desktop\Data\IMG\center_2021_01_19_15_09_52_810.jpg,C:\Users\Gachanja\Desktop\Data\IMG\left_2021_01_19_15_09_52_810.jpg,C:\Users\Gachanja\Desktop\Data\IMG\right_2021_01_19_15_09_52_810.jpg,0,1,0,7.810467
